year,inc,fr,po1,po2,redist,state,dist,dexp_cat_gran,rexp_cat_gran,dexp_cat,rexp_cat,dpres_cat,dvp_cat
a1980,b1,c0,d0.0,e0.0,f0,g47,h5,i4.0,j3.0,k1.0,l1.0,m7.0,n20.0
a1980,b1,c0,d0.0,e0.0,f0,g47,h6,i3.0,j3.0,k1.0,l1.0,m9.0,n26.0
a1980,b1,c1,d1.0,e4.0,f0,g47,h7,i3.0,j3.0,k1.0,l1.0,m15.0,n21.0
a1980,b1,c0,d0.0,e0.0,f0,g48,h1,i1.0,j1.0,k0.0,l0.0,m19.0,n26.0
a1980,b2,c9,d2.0,e5.0,f0,g48,h2,i5.0,j4.0,k2.0,l1.0,m17.0,n23.0
a1980,b1,c3,d0.0,e0.0,f0,g48,h3,i2.0,j2.0,k1.0,l1.0,m18.0,n25.0
a1980,b1,c0,d0.0,e0.0,f0,g48,h4,i2.0,j0.0,k1.0,l0.0,m24.0,n2342.0
a1980,b1,c0,d1.0,e0.0,f0,g49,h1,i2.0,j1.0,k1.0,l0.0,m11.0,n22.0
a1980,b1,c0,d0.0,e0.0,f0,g49,h2,i3.0,j3.0,k1.0,l1.0,m20.0,n24.0
a1980,b1,c0,d1.0,e4.0,f0,g49,h3,i2.0,j2.0,k1.0,l1.0,m13.0,n26.0
a1980,b1,c0,d1.0,e0.0,f0,g49,h4,i0.0,j0.0,k0.0,l0.0,m20.0,n27.0
a1980,b1,c0,d0.0,e0.0,f0,g49,h5,i0.0,j0.0,k0.0,l0.0,m27.0,n29.0
a1980,b0,c2,d1.0,e4.0,f0,g49,h6,i3.0,j5.0,k1.0,l2.0,m9.0,n16.0
a1980,b1,c0,d0.0,e0.0,f0,g49,h7,i2.0,j0.0,k1.0,l0.0,m17.0,n26.0
a1980,b0,c1,d1.0,e0.0,f0,g49,h8,i0.0,j2.0,k0.0,l1.0,m8.0,n9.0
a1980,b0,c1,d0.0,e0.0,f0,g49,h9,i0.0,j2.0,k0.0,l1.0,m7.0,n7.0
a1980,b0,c1,d0.0,e0.0,f0,g50,h1,i0.0,j1.0,k0.0,l0.0,m5.0,n9.0
a1982,b0,c0,d0.0,e0.0,f1,g1,h1,i1.0,j2.0,k0.0,l1.0,m9.0,n2342.0
a1982,b0,c0,d1.0,e0.0,f1,g1,h2,i2.0,j3.0,k1.0,l1.0,m11.0,n7.0
a1982,b1,c0,d5.0,e2.0,f1,g1,h3,i0.0,j2342.0,k0.0,l2342.0,m19.0,n2342.0
a1982,b1,c0,d5.0,e2.0,f1,g1,h4,i1.0,j2342.0,k0.0,l2342.0,m21.0,n2342.0
a1982,b1,c0,d0.0,e0.0,f1,g1,h5,i2.0,j0.0,k1.0,l0.0,m23.0,n2342.0
a1982,b0,c1,d1.0,e0.0,f1,g1,h6,i3.0,j5.0,k1.0,l2.0,m11.0,n13.0
a1982,b1,c0,d5.0,e2.0,f1,g1,h7,i3.0,j2342.0,k1.0,l2342.0,m19.0,n29.0
a1982,b0,c0,d0.0,e0.0,f0,g2,h1,i0.0,j3.0,k0.0,l1.0,m5.0,n4.0
a1982,b3,c9,d0.0,e0.0,f1,g3,h1,i0.0,j6.0,k0.0,l2.0,m4.0,n3.0
a1982,b1,c0,d1.0,e0.0,f1,g3,h2,i9.0,j2.0,k3.0,l1.0,m12.0,n24.0
a1982,b0,c0,d0.0,e0.0,f1,g3,h3,i1.0,j3.0,k0.0,l1.0,m4.0,n2342.0
a1982,b0,c0,d0.0,e0.0,f1,g3,h4,i0.0,j3.0,k0.0,l1.0,m4.0,n7.0
a1982,b4,c9,d4.0,e7.0,f1,g3,h5,i4.0,j5.0,k1.0,l2.0,m7.0,n2342.0
a1982,b1,c0,d0.0,e0.0,f1,g4,h1,i6.0,j3.0,k2.0,l1.0,m21.0,n2342.0
a1982,b0,c0,d1.0,e4.0,f1,g4,h2,i1.0,j3.0,k0.0,l1.0,m18.0,n3.0
a1982,b0,c0,d0.0,e0.0,f1,g4,h3,i2.0,j3.0,k1.0,l1.0,m8.0,n2342.0
a1982,b1,c0,d0.0,e0.0,f1,g4,h4,i4.0,j2.0,k1.0,l1.0,m23.0,n2342.0
a1982,b0,c0,d1.0,e4.0,f1,g5,h1,i3.0,j6.0,k1.0,l2.0,m9.0,n10.0
a1982,b0,c1,d0.0,e0.0,f1,g5,h2,i1.0,j5.0,k0.0,l2.0,m7.0,n9.0
a1982,b1,c0,d5.0,e2.0,f1,g5,h3,i2.0,j2342.0,k1.0,l2342.0,m12.0,n29.0
a1982,b1,c0,d0.0,e0.0,f1,g5,h4,i3.0,j1.0,k1.0,l0.0,m11.0,n28.0
a1982,b1,c0,d1.0,e4.0,f1,g5,h5,i8.0,j9.0,k3.0,l3.0,m25.0,n29.0
a1982,b2,c9,d2.0,e0.0,f1,g5,h6,i5.0,j6.0,k2.0,l2.0,m23.0,n2342.0
a1982,b1,c0,d0.0,e0.0,f1,g5,h7,i2.0,j1.0,k1.0,l0.0,m12.0,n27.0
a1982,b1,c0,d0.0,e0.0,f1,g5,h8,i10.0,j6.0,k4.0,l2.0,m26.0,n24.0
a1982,b1,c0,d0.0,e0.0,f1,g5,h9,i4.0,j3.0,k1.0,l1.0,m14.0,n24.0
a1982,b1,c0,d0.0,e0.0,f1,g5,h10,i2.0,j2.0,k1.0,l1.0,m14.0,n28.0
a1982,b1,c1,d1.0,e8.0,f1,g5,h11,i11.0,j6.0,k4.0,l2.0,m12.0,n19.0
a1982,b3,c9,d0.0,e0.0,f1,g5,h12,i1.0,j7.0,k0.0,l3.0,m6.0,n3.0
a1982,b1,c0,d0.0,e0.0,f1,g5,h13,i4.0,j0.0,k1.0,l0.0,m8.0,n26.0
a1982,b0,c0,d1.0,e0.0,f1,g5,h14,i1.0,j4.0,k0.0,l1.0,m6.0,n7.0
a1982,b1,c0,d1.0,e0.0,f1,g5,h15,i8.0,j2.0,k3.0,l1.0,m10.0,n29.0
a1982,b1,c0,d0.0,e0.0,f1,g5,h16,i1.0,j0.0,k0.0,l0.0,m9.0,n29.0
a1982,b0,c0,d1.0,e0.0,f1,g5,h17,i2.0,j5.0,k1.0,l2.0,m8.0,n4.0
a1982,b4,c9,d4.0,e5.0,f1,g5,h18,i2.0,j1.0,k1.0,l0.0,m13.0,n2342.0
a1982,b0,c0,d0.0,e0.0,f1,g5,h19,i1.0,j3.0,k0.0,l1.0,m7.0,n2.0
a1982,b0,c0,d0.0,e0.0,f1,g5,h20,i0.0,j2.0,k0.0,l1.0,m5.0,n4.0
a1982,b0,c1,d0.0,e0.0,f1,g5,h21,i0.0,j3.0,k0.0,l1.0,m4.0,n16.0
a1982,b0,c0,d0.0,e0.0,f1,g5,h22,i0.0,j1.0,k0.0,l0.0,m4.0,n6.0
a1982,b1,c0,d0.0,e0.0,f1,g5,h23,i3.0,j3.0,k1.0,l1.0,m10.0,n27.0
a1982,b1,c0,d0.0,e0.0,f1,g5,h24,i0.0,j2.0,k0.0,l1.0,m19.0,n29.0
a1982,b1,c0,d5.0,e2.0,f1,g5,h25,i0.0,j2342.0,k0.0,l2342.0,m26.0,n28.0
a1982,b4,c9,d2.0,e5.0,f1,g5,h26,i3.0,j3.0,k1.0,l1.0,m9.0,n2342.0
a1982,b4,c9,d2.0,e5.0,f1,g5,h27,i11.0,j2.0,k4.0,l1.0,m13.0,n2342.0
a1982,b1,c0,d0.0,e0.0,f1,g5,h28,i1.0,j0.0,k0.0,l0.0,m29.0,n31.0
a1982,b1,c0,d1.0,e0.0,f1,g5,h29,i0.0,j0.0,k0.0,l0.0,m29.0,n32.0
a1982,b5,c9,d4.0,e8.0,f1,g5,h30,i4.0,j10.0,k1.0,l4.0,m12.0,n2342.0
a1982,b1,c1,d0.0,e0.0,f1,g5,h31,i3.0,j0.0,k1.0,l0.0,m26.0,n27.0
a1982,b1,c0,d0.0,e0.0,f1,g5,h32,i5.0,j3.0,k2.0,l1.0,m9.0,n28.0
a1982,b0,c1,d0.0,e0.0,f1,g5,h33,i0.0,j3.0,k0.0,l1.0,m4.0,n12.0
a1982,b4,c9,d0.0,e0.0,f1,g5,h34,i3.0,j0.0,k1.0,l0.0,m10.0,n2342.0
a1982,b0,c0,d0.0,e0.0,f1,g5,h35,i0.0,j1.0,k0.0,l0.0,m4.0,n4.0
a1982,b1,c0,d0.0,e0.0,f1,g5,h36,i5.0,j2.0,k2.0,l1.0,m10.0,n22.0
a1982,b4,c9,d3.0,e0.0,f1,g5,h37,i0.0,j2.0,k0.0,l1.0,m6.0,n2342.0
a1982,b1,c0,d0.0,e0.0,f1,g5,h38,i3.0,j3.0,k1.0,l1.0,m5.0,n24.0
a1982,b0,c0,d0.0,e0.0,f1,g5,h39,i0.0,j2.0,k0.0,l1.0,m3.0,n3.0
a1982,b0,c0,d0.0,e0.0,f1,g5,h40,i0.0,j2.0,k0.0,l1.0,m3.0,n3.0
a1982,b0,c1,d1.0,e0.0,f1,g5,h41,i0.0,j4.0,k0.0,l1.0,m5.0,n10.0
a1982,b0,c0,d0.0,e0.0,f1,g5,h42,i0.0,j2.0,k0.0,l1.0,m4.0,n4.0
a1982,b3,c9,d3.0,e9.0,f1,g5,h43,i0.0,j4.0,k0.0,l1.0,m3.0,n1.0
a1982,b4,c9,d2.0,e0.0,f1,g5,h44,i3.0,j0.0,k1.0,l0.0,m11.0,n2342.0
a1982,b0,c1,d0.0,e0.0,f1,g5,h45,i0.0,j3.0,k0.0,l1.0,m5.0,n12.0
a1982,b1,c0,d1.0,e4.0,f1,g6,h1,i3.0,j3.0,k1.0,l1.0,m17.0,n26.0
a1982,b1,c0,d1.0,e4.0,f1,g6,h2,i8.0,j2.0,k3.0,l1.0,m8.0,n24.0
a1982,b1,c0,d0.0,e0.0,f1,g6,h3,i4.0,j2.0,k1.0,l1.0,m7.0,n23.0
a1982,b0,c1,d0.0,e0.0,f1,g6,h4,i0.0,j2.0,k0.0,l1.0,m6.0,n5.0
a1982,b0,c0,d0.0,e0.0,f1,g6,h5,i2.0,j4.0,k1.0,l1.0,m4.0,n4.0
a1982,b4,c9,d2.0,e0.0,f1,g6,h6,i1.0,j4.0,k0.0,l1.0,m5.0,n2342.0
a1982,b1,c3,d0.0,e0.0,f1,g7,h1,i4.0,j0.0,k1.0,l0.0,m21.0,n26.0
a1982,b1,c1,d0.0,e0.0,f1,g7,h2,i6.0,j4.0,k2.0,l1.0,m11.0,n21.0
a1982,b0,c1,d0.0,e0.0,f1,g7,h3,i3.0,j4.0,k1.0,l1.0,m10.0,n13.0
a1982,b0,c0,d0.0,e0.0,f1,g7,h4,i2.0,j3.0,k1.0,l1.0,m8.0,n7.0
a1982,b1,c0,d1.0,e4.0,f1,g7,h5,i3.0,j2.0,k1.0,l1.0,m8.0,n17.0
a1982,b2,c9,d4.0,e7.0,f1,g7,h6,i2.0,j4.0,k1.0,l1.0,m11.0,n25.0
a1982,b0,c0,d1.0,e0.0,f0,g8,h1,i2.0,j6.0,k1.0,l2.0,m14.0,n7.0
a1982,b1,c0,d0.0,e0.0,f1,g9,h1,i1.0,j0.0,k0.0,l0.0,m7.0,n26.0
a1982,b1,c0,d0.0,e0.0,f1,g9,h2,i3.0,j3.0,k1.0,l1.0,m22.0,n29.0
a1982,b1,c0,d0.0,e0.0,f1,g9,h3,i0.0,j0.0,k0.0,l0.0,m22.0,n30.0
a1982,b1,c0,d0.0,e0.0,f1,g9,h4,i6.0,j0.0,k2.0,l0.0,m9.0,n27.0
a1982,b0,c1,d1.0,e4.0,f1,g9,h5,i3.0,j4.0,k1.0,l1.0,m6.0,n10.0
a1982,b4,c9,d2.0,e5.0,f1,g9,h6,i3.0,j1.0,k1.0,l0.0,m10.0,n2342.0
a1982,b1,c0,d0.0,e0.0,f1,g9,h7,i1.0,j0.0,k0.0,l0.0,m11.0,n29.0
a1982,b0,c0,d5.0,e2.0,f1,g9,h8,i2342.0,j1.0,k2342.0,l0.0,m10.0,n2342.0
a1982,b4,c9,d2.0,e5.0,f1,g9,h9,i4.0,j3.0,k1.0,l1.0,m8.0,n2342.0
a1982,b1,c0,d5.0,e2.0,f1,g9,h10,i2.0,j2342.0,k1.0,l2342.0,m8.0,n29.0
a1982,b1,c0,d0.0,e0.0,f1,g9,h11,i2.0,j0.0,k1.0,l0.0,m6.0,n29.0
a1982,b4,c9,d3.0,e6.0,f1,g9,h12,i3.0,j4.0,k1.0,l1.0,m7.0,n2342.0
a1982,b3,c9,d0.0,e0.0,f1,g9,h13,i0.0,j5.0,k0.0,l2.0,m4.0,n2342.0
a1982,b1,c0,d0.0,e0.0,f1,g9,h14,i3.0,j0.0,k1.0,l0.0,m8.0,n25.0
a1982,b0,c1,d1.0,e8.0,f1,g9,h15,i1.0,j3.0,k0.0,l1.0,m7.0,n11.0
a1982,b4,c9,d2.0,e5.0,f1,g9,h16,i4.0,j2.0,k1.0,l1.0,m7.0,n2342.0
a1982,b1,c0,d5.0,e2.0,f1,g9,h17,i2.0,j2342.0,k1.0,l2342.0,m23.0,n29.0
a1982,b1,c0,d0.0,e0.0,f1,g9,h18,i2.0,j2.0,k1.0,l1.0,m10.0,n29.0
a1982,b1,c0,d0.0,e0.0,f1,g9,h19,i5.0,j3.0,k2.0,l1.0,m7.0,n27.0
a1982,b2,c9,d3.0,e6.0,f1,g10,h1,i4.0,j2.0,k1.0,l1.0,m23.0,n2342.0
a1982,b1,c1,d5.0,e2.0,f1,g10,h2,i3.0,j2342.0,k1.0,l2342.0,m24.0,n29.0
a1982,b2,c9,d2.0,e0.0,f1,g10,h3,i4.0,j3.0,k1.0,l1.0,m26.0,n2342.0
a1982,b1,c0,d0.0,e0.0,f1,g10,h4,i3.0,j3.0,k1.0,l1.0,m22.0,n28.0
a1982,b1,c0,d0.0,e0.0,f1,g10,h5,i3.0,j0.0,k1.0,l0.0,m26.0,n29.0
a1982,b0,c0,d1.0,e4.0,f1,g10,h6,i2.0,j4.0,k1.0,l1.0,m21.0,n8.0
a1982,b1,c0,d0.0,e0.0,f1,g10,h7,i3.0,j2.0,k1.0,l1.0,m14.0,n28.0
a1982,b2,c9,d7.0,e5.0,f1,g10,h8,i3.0,j2342.0,k1.0,l2342.0,m27.0,n29.0
a1982,b1,c0,d0.0,e0.0,f1,g10,h9,i2.0,j0.0,k1.0,l0.0,m24.0,n28.0
a1982,b1,c0,d5.0,e2.0,f1,g10,h10,i1.0,j2342.0,k0.0,l2342.0,m22.0,n31.0
a1982,b1,c0,d5.0,e2.0,f1,g11,h1,i2.0,j2342.0,k1.0,l2342.0,m15.0,n31.0
a1982,b1,c0,d5.0,e2.0,f1,g11,h2,i2.0,j2342.0,k1.0,l2342.0,m20.0,n2342.0
a1982,b0,c1,d0.0,e0.0,f1,g12,h1,i3.0,j4.0,k1.0,l1.0,m5.0,n12.0
a1982,b0,c0,d0.0,e0.0,f1,g12,h2,i2.0,j2.0,k1.0,l1.0,m3.0,n9.0
a1982,b1,c1,d0.0,e0.0,f1,g13,h1,i2.0,j0.0,k1.0,l0.0,m33.0,n33.0
a1982,b1,c1,d0.0,e0.0,f1,g13,h2,i0.0,j0.0,k0.0,l0.0,m30.0,n32.0
a1982,b1,c0,d0.0,e0.0,f1,g13,h3,i3.0,j0.0,k1.0,l0.0,m13.0,n28.0
a1982,b0,c0,d0.0,e0.0,f1,g13,h4,i1.0,j3.0,k0.0,l1.0,m8.0,n6.0
a1982,b2,c9,d2.0,e0.0,f1,g13,h5,i1.0,j0.0,k0.0,l0.0,m23.0,n30.0
a1982,b0,c0,d0.0,e0.0,f1,g13,h6,i0.0,j2.0,k0.0,l1.0,m4.0,n5.0
a1982,b1,c0,d0.0,e0.0,f1,g13,h7,i0.0,j0.0,k0.0,l0.0,m30.0,n32.0
a1982,b1,c0,d0.0,e0.0,f1,g13,h8,i2.0,j0.0,k1.0,l0.0,m26.0,n31.0
a1982,b1,c0,d0.0,e0.0,f1,g13,h9,i4.0,j4.0,k1.0,l1.0,m23.0,n29.0
a1982,b0,c1,d1.0,e4.0,f1,g13,h10,i2.0,j3.0,k1.0,l1.0,m5.0,n8.0
a1982,b1,c0,d0.0,e0.0,f1,g13,h11,i1.0,j0.0,k0.0,l0.0,m15.0,n28.0
a1982,b0,c0,d0.0,e0.0,f1,g13,h12,i0.0,j4.0,k0.0,l1.0,m4.0,n4.0
a1982,b0,c0,d0.0,e0.0,f1,g13,h13,i0.0,j3.0,k0.0,l1.0,m4.0,n3.0
a1982,b0,c0,d0.0,e0.0,f1,g13,h14,i0.0,j4.0,k0.0,l1.0,m5.0,n3.0
a1982,b0,c0,d1.0,e8.0,f1,g13,h15,i1.0,j3.0,k0.0,l1.0,m5.0,n5.0
a1982,b0,c1,d0.0,e0.0,f1,g13,h16,i1.0,j2.0,k0.0,l1.0,m6.0,n5.0
a1982,b3,c9,d3.0,e6.0,f1,g13,h17,i2.0,j3.0,k1.0,l1.0,m8.0,n2342.0
a1982,b0,c0,d0.0,e0.0,f1,g13,h18,i2.0,j7.0,k1.0,l3.0,m6.0,n7.0
a1982,b0,c0,d0.0,e0.0,f1,g13,h19,i2.0,j3.0,k1.0,l1.0,m7.0,n5.0
a1982,b0,c0,d0.0,e0.0,f1,g13,h20,i8.0,j8.0,k3.0,l3.0,m8.0,n10.0
a1982,b1,c0,d0.0,e0.0,f1,g13,h21,i0.0,j0.0,k0.0,l0.0,m13.0,n27.0
a1982,b1,c0,d0.0,e0.0,f1,g13,h22,i6.0,j0.0,k2.0,l0.0,m10.0,n17.0
a1982,b2,c9,d2.0,e5.0,f1,g14,h1,i0.0,j0.0,k0.0,l0.0,m20.0,n29.0
a1982,b1,c0,d1.0,e0.0,f1,g14,h2,i4.0,j3.0,k1.0,l1.0,m6.0,n21.0
a1982,b0,c1,d1.0,e4.0,f1,g14,h3,i1.0,j4.0,k0.0,l1.0,m8.0,n10.0
a1982,b0,c1,d0.0,e0.0,f1,g14,h4,i0.0,j2.0,k0.0,l1.0,m7.0,n8.0
a1982,b0,c0,d0.0,e0.0,f1,g14,h5,i0.0,j2.0,k0.0,l1.0,m5.0,n7.0
a1982,b4,c9,d3.0,e6.0,f1,g14,h6,i0.0,j4.0,k0.0,l1.0,m5.0,n2342.0
a1982,b0,c0,d0.0,e0.0,f1,g14,h7,i0.0,j2.0,k0.0,l1.0,m7.0,n6.0
a1982,b0,c0,d1.0,e0.0,f1,g14,h8,i2.0,j3.0,k1.0,l1.0,m9.0,n10.0
a1982,b1,c0,d0.0,e0.0,f1,g14,h9,i2.0,j2.0,k1.0,l1.0,m11.0,n27.0
a1982,b1,c0,d0.0,e0.0,f1,g14,h10,i2.0,j2.0,k1.0,l1.0,m19.0,n24.0
a1982,b0,c0,d1.0,e0.0,f1,g15,h1,i2.0,j3.0,k1.0,l1.0,m11.0,n6.0
a1982,b0,c0,d0.0,e0.0,f1,g15,h2,i2.0,j4.0,k1.0,l1.0,m10.0,n11.0
a1982,b0,c1,d1.0,e0.0,f1,g15,h3,i6.0,j6.0,k2.0,l2.0,m11.0,n14.0
a1982,b1,c0,d1.0,e4.0,f1,g15,h4,i2.0,j2.0,k1.0,l1.0,m13.0,n21.0
a1982,b1,c0,d1.0,e4.0,f1,g15,h5,i3.0,j2.0,k1.0,l1.0,m7.0,n25.0
a1982,b1,c0,d0.0,e0.0,f1,g15,h6,i2.0,j1.0,k1.0,l0.0,m7.0,n27.0
a1982,b0,c1,d1.0,e4.0,f1,g16,h1,i0.0,j2.0,k0.0,l1.0,m4.0,n7.0
a1982,b3,c9,d4.0,e7.0,f1,g16,h2,i3.0,j4.0,k1.0,l1.0,m7.0,n12.0
a1982,b0,c0,d0.0,e0.0,f1,g16,h3,i0.0,j2.0,k0.0,l1.0,m8.0,n9.0
a1982,b1,c0,d0.0,e0.0,f1,g16,h4,i2.0,j0.0,k1.0,l0.0,m9.0,n28.0
a1982,b0,c0,d1.0,e0.0,f1,g16,h5,i0.0,j2.0,k0.0,l1.0,m7.0,n3.0
a1982,b1,c0,d5.0,e2.0,f1,g17,h1,i1.0,j2342.0,k0.0,l2342.0,m23.0,n2342.0
a1982,b1,c0,d0.0,e0.0,f1,g17,h2,i0.0,j0.0,k0.0,l0.0,m14.0,n27.0
a1982,b1,c0,d1.0,e0.0,f1,g17,h3,i2.0,j2.0,k1.0,l1.0,m22.0,n27.0
a1982,b0,c0,d1.0,e4.0,f1,g17,h4,i2.0,j3.0,k1.0,l1.0,m9.0,n5.0
a1982,b0,c1,d0.0,e0.0,f1,g17,h5,i0.0,j3.0,k0.0,l1.0,m7.0,n5.0
a1982,b0,c0,d0.0,e0.0,f1,g17,h6,i1.0,j5.0,k0.0,l2.0,m20.0,n8.0
a1982,b1,c0,d0.0,e0.0,f1,g17,h7,i0.0,j0.0,k0.0,l0.0,m23.0,n2342.0
a1982,b0,c0,d5.0,e2.0,f1,g18,h1,i2342.0,j2.0,k2342.0,l1.0,m10.0,n2342.0
a1982,b1,c0,d5.0,e2.0,f1,g18,h2,i5.0,j2342.0,k2.0,l2342.0,m23.0,n2342.0
a1982,b1,c1,d5.0,e2.0,f1,g18,h3,i3.0,j2342.0,k1.0,l2342.0,m7.0,n2342.0
a1982,b1,c1,d5.0,e2.0,f1,g18,h4,i8.0,j2342.0,k3.0,l2342.0,m11.0,n2342.0
a1982,b1,c0,d5.0,e2.0,f1,g18,h5,i2.0,j2342.0,k1.0,l2342.0,m9.0,n2342.0
a1982,b0,c0,d5.0,e2.0,f1,g18,h6,i2342.0,j3.0,k2342.0,l1.0,m10.0,n2342.0
a1982,b1,c0,d5.0,e2.0,f1,g18,h7,i2.0,j2342.0,k1.0,l2342.0,m15.0,n2342.0
a1982,b1,c0,d5.0,e2.0,f1,g18,h8,i6.0,j2342.0,k2.0,l2342.0,m24.0,n2342.0
a1982,b3,c9,d4.0,e7.0,f0,g19,h1,i3.0,j4.0,k1.0,l1.0,m14.0,n5.0
a1982,b0,c0,d1.0,e0.0,f0,g19,h2,i0.0,j2.0,k0.0,l1.0,m13.0,n3.0
a1982,b1,c1,d1.0,e4.0,f1,g20,h1,i2.0,j3.0,k1.0,l1.0,m10.0,n19.0
a1982,b1,c0,d0.0,e0.0,f1,g20,h2,i2.0,j2.0,k1.0,l1.0,m13.0,n24.0
a1982,b1,c0,d0.0,e0.0,f1,g20,h3,i2.0,j0.0,k1.0,l0.0,m25.0,n30.0
a1982,b0,c0,d1.0,e4.0,f1,g20,h4,i0.0,j2.0,k0.0,l1.0,m11.0,n4.0
a1982,b1,c2,d0.0,e0.0,f1,g20,h5,i5.0,j0.0,k2.0,l0.0,m23.0,n22.0
a1982,b1,c0,d0.0,e0.0,f1,g20,h6,i2.0,j0.0,k1.0,l0.0,m7.0,n28.0
a1982,b1,c0,d0.0,e0.0,f1,g20,h7,i2.0,j0.0,k1.0,l0.0,m31.0,n32.0
a1982,b1,c0,d1.0,e0.0,f1,g20,h8,i3.0,j0.0,k1.0,l0.0,m12.0,n25.0
a1982,b0,c0,d5.0,e2.0,f1,g21,h1,i2342.0,j1.0,k2342.0,l0.0,m19.0,n4.0
a1982,b1,c0,d0.0,e0.0,f1,g21,h2,i0.0,j0.0,k0.0,l0.0,m21.0,n30.0
a1982,b1,c0,d5.0,e2.0,f1,g21,h3,i2.0,j2342.0,k1.0,l2342.0,m14.0,n29.0
a1982,b5,c9,d4.0,e8.0,f1,g21,h4,i12.0,j10.0,k5.0,l4.0,m19.0,n2342.0
a1982,b1,c1,d5.0,e2.0,f1,g21,h5,i2.0,j2342.0,k1.0,l2342.0,m13.0,n27.0
a1982,b1,c0,d0.0,e0.0,f1,g21,h6,i5.0,j3.0,k2.0,l1.0,m12.0,n19.0
a1982,b1,c0,d0.0,e0.0,f1,g21,h7,i2.0,j1.0,k1.0,l0.0,m17.0,n2342.0
a1982,b1,c0,d0.0,e0.0,f1,g21,h8,i5.0,j9.0,k2.0,l3.0,m26.0,n30.0
a1982,b1,c0,d1.0,e4.0,f1,g21,h9,i5.0,j2.0,k2.0,l1.0,m19.0,n2342.0
a1982,b1,c0,d0.0,e0.0,f1,g21,h10,i2.0,j2.0,k1.0,l1.0,m9.0,n29.0
a1982,b1,c1,d5.0,e2.0,f1,g21,h11,i0.0,j2342.0,k0.0,l2342.0,m14.0,n2342.0
a1982,b1,c0,d5.0,e2.0,f1,g22,h1,i0.0,j2342.0,k0.0,l2342.0,m32.0,n33.0
a1982,b0,c0,d0.0,e0.0,f1,g22,h2,i0.0,j2.0,k0.0,l1.0,m9.0,n9.0
a1982,b1,c0,d0.0,e0.0,f1,g22,h3,i4.0,j4.0,k1.0,l1.0,m9.0,n20.0
a1982,b0,c2,d0.0,e0.0,f1,g22,h4,i0.0,j2.0,k0.0,l1.0,m6.0,n4.0
a1982,b0,c0,d1.0,e4.0,f1,g22,h5,i3.0,j5.0,k1.0,l2.0,m7.0,n12.0
a1982,b0,c1,d1.0,e8.0,f1,g22,h6,i4.0,j4.0,k1.0,l1.0,m9.0,n15.0
a1982,b1,c0,d0.0,e0.0,f1,g22,h7,i1.0,j0.0,k0.0,l0.0,m18.0,n2342.0
a1982,b1,c0,d5.0,e2.0,f1,g22,h8,i1.0,j2342.0,k0.0,l2342.0,m10.0,n26.0
a1982,b0,c0,d1.0,e0.0,f1,g22,h9,i0.0,j4.0,k0.0,l1.0,m7.0,n2342.0
a1982,b1,c1,d0.0,e0.0,f1,g22,h10,i3.0,j2.0,k1.0,l1.0,m8.0,n21.0
a1982,b0,c0,d0.0,e0.0,f1,g22,h11,i0.0,j1.0,k0.0,l0.0,m11.0,n6.0
a1982,b1,c0,d0.0,e0.0,f1,g22,h12,i2.0,j2.0,k1.0,l1.0,m9.0,n23.0
a1982,b1,c1,d0.0,e0.0,f1,g22,h13,i0.0,j0.0,k0.0,l0.0,m33.0,n33.0
a1982,b1,c1,d5.0,e2.0,f1,g22,h14,i1.0,j2342.0,k0.0,l2342.0,m12.0,n21.0
a1982,b1,c0,d0.0,e0.0,f1,g22,h15,i3.0,j0.0,k1.0,l0.0,m12.0,n28.0
a1982,b1,c0,d0.0,e0.0,f1,g22,h16,i3.0,j0.0,k1.0,l0.0,m13.0,n29.0
a1982,b2,c9,d2.0,e5.0,f1,g22,h17,i3.0,j2.0,k1.0,l1.0,m20.0,n28.0
a1982,b0,c0,d0.0,e0.0,f1,g22,h18,i0.0,j1.0,k0.0,l0.0,m5.0,n4.0
a1982,b0,c0,d1.0,e4.0,f1,g23,h1,i2.0,j4.0,k1.0,l1.0,m8.0,n8.0
a1982,b0,c1,d1.0,e4.0,f1,g23,h2,i2.0,j5.0,k1.0,l2.0,m9.0,n13.0
a1982,b0,c0,d0.0,e0.0,f1,g23,h3,i0.0,j2.0,k0.0,l1.0,m12.0,n3.0
a1982,b1,c0,d0.0,e0.0,f1,g23,h4,i2.0,j0.0,k1.0,l0.0,m25.0,n25.0
a1982,b1,c0,d0.0,e0.0,f1,g23,h5,i1.0,j0.0,k0.0,l0.0,m23.0,n29.0
a1982,b0,c0,d1.0,e4.0,f1,g23,h6,i3.0,j5.0,k1.0,l2.0,m19.0,n4.0
a1982,b0,c0,d1.0,e4.0,f1,g23,h7,i3.0,j3.0,k1.0,l1.0,m11.0,n13.0
a1982,b1,c0,d0.0,e0.0,f1,g23,h8,i2.0,j0.0,k1.0,l0.0,m25.0,n29.0
a1982,b1,c0,d0.0,e0.0,f1,g24,h1,i2.0,j1.0,k1.0,l0.0,m23.0,n26.0
a1982,b2,c9,d4.0,e5.0,f1,g24,h2,i3.0,j3.0,k1.0,l1.0,m23.0,n28.0
a1982,b1,c0,d5.0,e2.0,f1,g24,h3,i1.0,j2342.0,k0.0,l2342.0,m9.0,n2342.0
a1982,b1,c2,d0.0,e0.0,f1,g24,h4,i4.0,j7.0,k1.0,l3.0,m15.0,n17.0
